Medida_1,Medida_2,Medida_3,Medida_4,Medida_5,Medida_6,Medida_7,Desvio_1,Desvio_2,Desvio_3,Desvio_4,Desvio_5,Desvio_6,Desvio_7
9.9922,12.4382,14.767,10.962,7.6711,21.6196,11.3888,0.0253,0.0425,0.5505,0.0283,0.0249,0.2808,0.0135
10.0544,12.4183,14.4469,10.9233,7.7338,21.4302,11.4339,0.0404,0.0582,0.0562,0.0241,0.0345,0.5469,0.014
10.0608,12.3925,14.4199,10.9215,7.745,21.2344,11.4363,0.0535,0.0421,0.0661,0.0305,0.0306,0.7666,0.0144
10.0286,12.3579,14.4099,10.8863,7.7743,21.534,11.4527,0.058,0.0406,0.033,0.0285,0.0214,0.5097,0.0225
10.0473,12.4013,14.4135,10.8652,7.7162,21.2245,11.4456,0.027,0.023,0.0707,0.0308,0.0315,0.7084,0.0148
10.0637,12.406,14.346,10.8388,7.7139,21.3693,11.4691,0.0371,0.034,0.0336,0.0318,0.0357,0.4894,0.0196
10.1101,12.3767,14.3097,10.8054,8.1108,21.5153,11.4638,0.0183,0.0538,0.0346,0.0201,0.3082,0.4208,0.0262
10.1107,13.2761,14.2763,10.7696,8.374,21.1863,11.5037,0.048,1.2713,0.0325,0.0282,0.03,0.4242,0.0227
10.1611,16.7762,14.2569,10.7491,7.7655,21.072,11.5131,0.0304,1.5397,0.0215,0.0344,0.1391,0.3706,0.0178
10.2062,13.6507,14.2399,10.7585,7.6787,21.2538,11.5172,0.0332,0.7391,0.0259,0.0389,0.0516,0.7516,0.015
10.2033,12.8287,14.2341,10.7245,7.6265,21.7058,11.5254,0.0224,0.1146,0.0359,0.0316,0.0279,0.2179,0.0132
10.2056,13.9726,14.2036,10.6923,7.5978,22.1092,11.5336,0.0364,0.9733,0.0378,0.0356,0.0278,0.2407,0.0133
10.1863,17.7993,14.1831,10.6852,7.5743,21.741,11.5529,0.0285,0.2866,0.0247,0.0254,0.0295,0.0252,0.021
10.2484,15.7508,14.1356,10.6524,7.5573,21.6741,11.5981,0.0323,0.4708,0.0298,0.0279,0.0201,0.0248,0.0193
10.2901,14.298,14.1338,10.6295,7.5579,21.802,11.6262,0.0463,0.9845,0.0217,0.0372,0.0256,0.0304,0.0215
10.2906,14.8579,14.0746,10.6049,7.5016,21.673,11.6116,0.0196,0.744,0.1103,0.0341,0.0258,0.0212,0.0163
10.3428,17.9031,14.0371,10.5943,7.4717,21.5903,11.6432,0.0304,0.4005,0.1764,0.0341,0.0133,0.0327,0.0182
10.327,16.4069,14.081,10.5644,7.4588,21.6806,11.6438,0.0414,0.6674,0.0299,0.016,0.0331,0.0188,0.0233
10.395,15.5556,14.0646,10.5539,7.5104,21.5188,11.6661,0.0366,0.0473,0.036,0.0364,0.0678,0.2385,0.0184
10.3845,14.7746,14.0113,10.5128,7.4717,21.5616,11.6749,0.042,0.8688,0.1068,0.0279,0.045,0.0338,0.0141
10.4437,17.2822,13.9438,10.49,7.4547,21.6085,11.6925,0.0193,1.0861,0.1775,0.0324,0.0392,0.0162,0.0137
10.446,17.3121,13.8846,10.4824,7.4717,21.5463,11.7124,0.0316,0.9735,0.2101,0.0248,0.0387,0.0178,0.0241
10.4437,15.5263,13.9802,10.4448,7.4143,21.5311,11.7388,0.0287,0.0395,0.025,0.0441,0.0275,0.0984,0.0159
10.5017,15.2038,13.7562,10.4231,7.4237,21.544,11.7359,0.0369,0.7222,0.2471,0.0357,0.0314,0.0232,0.0183
10.531,13.7029,13.8911,10.3909,7.4448,21.5158,11.6966,0.025,0.8086,0.1637,0.0358,0.0239,0.0175,0.0181
10.5257,17.9547,13.9145,10.3727,7.3416,21.2848,11.7529,0.0642,0.4221,0.0399,0.0349,0.0391,0.3654,0.0229
10.558,14.8526,13.799,10.3481,7.334,20.817,11.7652,0.0237,1.9668,0.1991,0.0241,0.0397,0.4925,0.0173
10.5891,12.6358,13.7035,10.3188,7.2783,20.7155,11.7622,0.0466,1.0075,0.2565,0.0345,0.0363,0.4055,0.0232
10.5938,12.3732,13.7451,10.2989,7.212,20.7742,11.7681,0.0258,0.4744,0.2422,0.0259,0.0397,0.4539,0.0302
10.6582,13.5088,13.6102,10.2818,7.229,20.8352,11.7845,0.0405,1.4312,0.3296,0.0206,0.0109,0.5224,0.0216
10.6383,12.2266,13.6642,10.2561,7.236,20.9624,11.7822,0.0386,0.4396,0.3868,0.0372,0.0279,0.445,0.0185
10.6817,12.1568,13.5774,10.2396,7.2466,21.1863,11.7833,0.0305,0.0663,0.3377,0.0392,0.0436,0.2531,0.0193
10.6952,12.1322,13.5551,10.2303,7.4149,21.2913,11.8015,0.0338,0.0432,0.3932,0.0273,0.0567,0.0361,0.015
10.7169,12.019,13.5329,10.1927,7.718,21.3253,11.8138,0.0349,0.0376,0.2961,0.0253,0.0762,0.0488,0.0225
10.7186,12.073,13.5399,10.1722,7.8341,21.2989,11.8256,0.0178,0.0795,0.4405,0.0311,0.0254,0.0543,0.0159
10.7515,12.0994,13.6267,10.1323,7.7684,21.3458,11.8086,0.0215,0.0371,0.4736,0.0323,0.0382,0.0547,0.0235
10.7661,12.0226,13.2532,10.1142,7.8605,21.3329,11.8115,0.0364,0.0507,0.3855,0.0343,0.0394,0.0271,0.0215
10.7597,11.9587,13.1541,10.0866,7.9765,21.1183,11.8074,0.0289,0.053,0.4194,0.0278,0.2591,0.3485,0.0219
10.772,11.9868,13.0609,10.072,7.0244,21.1998,11.8261,0.0283,0.0428,0.3495,0.0355,0.1616,0.1709,0.0162
10.8025,12.0454,12.8891,10.0379,6.988,21.2245,11.8326,0.019,0.0468,0.4172,0.0258,0.0294,0.0672,0.0159
10.8511,11.9956,13.106,10.0356,6.9306,21.1922,11.8602,0.0262,0.0514,0.3943,0.0228,0.0506,0.1652,0.0127
10.84,11.9745,13.1254,9.9987,7.0748,20.9471,11.8719,0.0271,0.0405,0.4932,0.0388,0.0404,0.4055,0.0141
10.8582,11.9528,12.6053,9.9852,7.1188,21.2262,11.8689,0.0391,0.037,0.2383,0.0363,0.0399,0.0254,0.0161
10.9139,12.0003,12.8604,9.957,7.0877,20.9888,11.876,0.0267,0.0467,0.4075,0.03,0.0265,0.5519,0.011
10.9403,11.9944,12.6792,9.9412,7.0602,21.2045,11.9176,0.0339,0.0366,0.28,0.0245,0.0369,0.0179,0.0248
10.9467,11.9628,12.6903,9.9207,8.4456,21.2291,11.9211,0.0379,0.0448,0.2861,0.0365,0.207,0.0195,0.0228
10.9907,11.9329,13.0146,9.8843,8.5335,21.2051,11.9317,0.0269,0.0485,0.4483,0.0256,0.6295,0.0202,0.0272
11.0024,11.9364,12.8516,9.855,7.1299,21.2385,11.9387,0.0354,0.0338,0.4359,0.0271,0.045,0.0334,0.0229
11.0229,11.8344,12.6159,9.8539,7.0303,21.0832,11.961,0.038,0.0381,0.3016,0.0422,0.021,0.4339,0.0154
11.0417,11.8449,12.6511,9.821,6.9652,21.16,11.9674,0.0396,0.0505,0.3033,0.0342,0.0558,0.061,0.0198
11.0675,11.9159,12.5332,9.7683,6.9927,20.7413,11.9809,0.0205,0.0467,0.341,0.0486,0.0105,0.3119,0.0179
11.0845,11.8689,12.4822,9.7765,7.0643,20.766,11.9985,0.0298,0.0367,0.2802,0.0378,0.0256,0.1489,0.013
11.1238,11.8678,12.6464,9.7489,7.0877,20.7578,12.0015,0.0394,0.0414,0.2772,0.028,0.0375,0.1779,0.0148
11.1466,11.9159,12.4007,9.7319,6.8292,20.8838,12.0208,0.0292,0.0489,0.2787,0.0375,0.2936,0.0783,0.0137
11.1455,11.8625,12.3702,9.7002,6.75,20.6915,12.0419,0.0254,0.0478,0.1708,0.0332,0.0207,0.4881,0.0147
11.1748,11.856,12.3521,9.7038,6.6861,20.4699,12.0425,0.0276,0.0403,0.238,0.0416,0.0372,0.8247,0.0139
11.1883,11.8643,12.382,9.6586,6.6849,20.8879,12.0607,0.0147,0.0613,0.249,0.0275,0.0199,0.9182,0.0178
11.2393,11.8443,12.2196,9.6369,6.7031,20.5156,12.0941,0.0229,0.0565,0.0267,0.0326,0.0199,0.8339,0.0216
11.2721,11.9059,12.2688,9.6293,6.7137,20.6364,12.0929,0.0343,0.0506,0.1889,0.0388,0.0147,0.3422,0.0187
11.2551,11.8408,12.1721,9.607,6.6902,20.4464,12.1105,0.0304,0.0465,0.0408,0.0275,0.0221,0.1441,0.0152
11.285,11.9968,12.2383,9.5771,6.6744,20.6059,12.1427,0.0193,0.4441,0.2221,0.0397,0.0196,0.1803,0.0124
11.3014,12.8375,12.1791,9.5584,6.6773,20.406,12.1609,0.0251,0.2466,0.1856,0.0286,0.0188,0.3631,0.0128
11.3536,12.9747,12.1381,9.5249,6.6632,20.1404,12.1768,0.0328,0.0307,0.1808,0.0435,0.0187,0.5155,0.0143
11.3559,12.9419,12.0566,9.5091,6.6222,20.0343,12.1785,0.0193,0.0616,0.0565,0.0318,0.0203,0.7778,0.0112
11.3518,13.1846,12.0525,9.488,6.4821,20.2928,12.2014,0.0325,0.0608,0.0426,0.032,0.0227,0.8558,0.0198
11.3724,13.1365,12.0138,9.4616,6.5729,20.3257,12.2219,0.0323,0.0488,0.0435,0.0196,0.0227,0.5778,0.0175
11.4286,13.6554,11.9874,9.4153,6.553,20.4775,12.226,0.0231,0.6551,0.058,0.0305,0.0353,0.5587,0.0261
11.38,13.4121,12.0466,9.4012,6.6187,20.4705,12.2594,0.0132,0.1095,0.1458,0.0324,0.0193,0.5525,0.0246
11.4673,12.6153,11.9428,9.4036,6.6386,20.6792,12.2577,0.0232,0.035,0.0449,0.0357,0.0147,0.0363,0.0195
11.4773,13.1969,11.9428,9.3737,6.5296,20.5907,12.2706,0.0248,0.1024,0.0441,0.0294,0.0216,0.0323,0.0164
11.4967,12.7402,12.0448,9.3655,6.5559,20.5731,12.284,0.0255,0.0343,0.1884,0.0352,0.0252,0.2088,0.0094
11.5154,12.0284,11.9463,9.3274,6.6281,20.5027,12.2811,0.0271,0.1884,0.152,0.033,0.0188,0.2035,0.0223
11.5436,12.131,11.8983,9.3098,6.5513,20.6065,12.3005,0.0412,0.3755,0.0661,0.0377,0.0293,0.0243,0.0167
11.5535,12.6534,11.8596,9.2769,6.5946,20.5256,12.3122,0.0444,0.0165,0.0665,0.0385,0.0162,0.0403,0.0172
11.5787,12.8475,11.8432,9.2412,6.5055,20.4963,12.3227,0.0516,0.0337,0.0517,0.0399,0.0188,0.0584,0.0124
11.6227,12.5731,11.8332,9.2277,6.4791,20.1152,12.3444,0.0333,0.1632,0.0482,0.0389,0.0261,0.6442,0.0186
11.645,12.2729,11.8103,9.2248,6.4246,19.3987,12.3538,0.0246,0.5039,0.0437,0.0302,0.0207,0.7577,0.0189
11.652,12.0929,11.8725,9.1861,6.3754,19.2422,12.3644,0.0295,0.4258,0.055,0.0299,0.0227,0.6826,0.0224
11.706,12.5936,11.7816,9.1626,6.3789,19.414,12.382,0.0336,0.2501,0.0331,0.0258,0.0246,0.8501,0.0264
11.6989,12.9993,11.7751,9.1362,6.3771,19.3589,12.3866,0.0352,0.3993,0.0431,0.0397,0.034,1.1277,0.0239
11.7482,12.9448,11.7482,9.1239,6.315,18.3622,12.4283,0.0237,0.7446,0.0382,0.0325,0.0129,0.931,0.0193
11.7663,14.3243,11.7124,9.0999,6.3478,18.3434,12.44,0.0376,0.5712,0.0436,0.0522,0.0151,0.8394,0.0193
11.7804,13.4918,11.6972,9.0712,6.3496,18.0936,12.4617,0.0242,0.9269,0.0514,0.0298,0.0187,1.0377,0.0182
11.8285,13.6466,11.6591,9.0289,6.3097,18.7632,12.4851,0.0334,0.708,0.0467,0.038,0.0093,1.2191,0.0208
11.8783,13.0415,11.635,9.019,6.3021,18.9315,12.4875,0.0294,0.3948,0.0367,0.0412,0.0138,1.6062,0.0173
11.8596,11.8772,11.6086,9.0031,6.2997,20.1504,12.4992,0.0206,0.2495,0.0418,0.0379,0.0105,0.8334,0.0241
11.8983,11.8185,11.601,9.0102,6.2863,18.9719,12.4869,0.0277,0.2987,0.0403,0.0544,0.0114,1.3705,0.0234
11.917,12.1123,11.5846,8.9568,6.3009,18.8101,12.4945,0.0178,0.3928,0.0595,0.0358,0.0114,1.4388,0.024
11.9176,12.715,11.5541,8.9398,6.2511,17.1831,12.4945,0.0259,0.3132,0.0398,0.0269,0.0172,1.1137,0.0164
11.961,13.0785,11.5301,8.9087,6.1514,16.3828,12.5021,0.0414,0.089,0.0335,0.0324,0.0174,0.9203,0.0249
11.9798,12.525,11.458,8.9093,6.0934,16.1073,12.5168,0.0298,0.1057,0.0445,0.0326,0.0182,0.7776,0.0219
11.9973,12.8053,11.4779,8.9017,6.1151,16.2744,12.5215,0.0416,0.3198,0.0385,0.0498,0.0152,0.8036,0.027
12.005,11.9358,11.4351,8.8554,6.1444,16.907,12.5449,0.0407,0.3791,0.0392,0.0441,0.0128,1.1528,0.0231
12.0314,11.8625,11.4269,8.8325,6.145,18.8939,12.5373,0.0152,0.4135,0.0318,0.0341,0.0122,0.927,0.0271
12.0654,12.3755,11.4023,8.7962,6.128,19.9293,12.5543,0.0249,0.6088,0.0302,0.0391,0.0091,0.6931,0.0309
12.0929,12.6341,11.3507,8.7944,6.1027,19.995,12.5584,0.0257,0.4002,0.0362,0.0306,0.0124,0.1463,0.0288
12.1328,12.9811,11.3641,8.7499,6.0781,20.335,12.5848,0.0323,0.3869,0.0369,0.0506,0.018,0.0174,0.0265
12.1908,11.5582,11.3595,8.7546,6.081,19.859,12.5901,0.0293,0.0962,0.0298,0.0552,0.0208,0.9036,0.0201
12.2049,11.6514,11.2785,8.7323,6.0769,19.1695,12.6077,0.0303,0.0589,0.0349,0.0349,0.0153,0.959,0.0202
12.2072,11.883,11.2821,8.6924,5.87,18.4513,12.6253,0.0508,0.3513,0.0445,0.0387,0.542,1.4279,0.0178
12.2113,12.7202,11.2827,8.7041,6.1872,20.0401,12.6311,0.0475,0.3132,0.039,0.0495,0.6429,0.7993,0.0162
12.2366,12.8152,11.2891,8.6889,6.0259,19.9551,12.647,0.0598,0.3553,0.0455,0.038,0.0119,0.7715,0.027
12.2723,12.8721,11.2657,8.6519,5.9808,19.9153,12.6558,0.0432,0.3352,0.0385,0.0496,0.0105,0.3516,0.0204
12.2711,12.5045,11.2246,8.6619,6.0025,19.5043,12.6622,0.0366,0.4388,0.0291,0.0283,0.0128,0.3448,0.0318
12.3052,12.7976,11.2006,8.6238,5.9491,19.4163,12.6816,0.0322,0.3911,0.0395,0.0557,0.0121,0.3585,0.0275
12.3438,12.1128,11.1842,8.6174,5.9392,19.8162,12.6839,0.0234,0.4312,0.0415,0.0488,0.0136,0.4888,0.0318
12.3679,11.7675,11.146,8.6168,5.9468,19.1056,12.6774,0.019,0.4129,0.0286,0.0368,0.0157,0.4129,0.0356
12.4007,12.0143,11.1337,8.5992,5.9257,17.6891,12.6939,0.0373,0.5343,0.048,0.0372,0.0123,0.5625,0.031
12.4488,12.117,11.0903,8.5183,5.8864,17.8239,12.7115,0.0454,0.5406,0.0288,0.049,0.0137,0.5959,0.0262
12.4664,11.6356,11.0804,8.5529,5.8987,18.6143,12.7068,0.0359,0.3145,0.0442,0.0482,0.0116,1.0133,0.0267
12.474,11.4656,11.0792,8.4948,5.8999,16.6314,12.7408,0.1641,0.0448,0.0509,0.0416,0.0183,0.6777,0.0215
13.0316,11.3929,11.027,8.4778,5.8659,16.4632,12.7613,0.4711,0.0659,0.0328,0.0461,0.0147,0.6018,0.0289
12.4939,11.4281,11.0135,8.4737,5.8413,16.3869,12.7589,0.0503,0.0358,0.028,0.0581,0.0123,0.4956,0.0295
12.4775,11.4058,10.9848,8.4344,5.8723,16.323,12.7742,0.0343,0.0474,0.0316,0.0196,0.0145,0.4934,0.02
12.4928,11.4574,10.9719,8.428,5.8371,16.197,12.7812,0.0482,0.0478,0.0359,0.0325,0.0131,0.1012,0.034
12.5186,11.4398,10.9555,8.3623,5.8272,16.1706,12.8311,0.0207,0.0357,0.0437,0.0447,0.016,0.0846,0.0284
12.5578,11.3554,10.9197,8.3717,5.8254,16.1894,12.8674,0.0312,0.0584,0.0387,0.0518,0.0169,0.1245,0.0361
12.5748,12.3392,10.9004,8.3201,5.8289,16.1665,12.878,0.0297,0.7127,0.0315,0.0427,0.0155,0.1056,0.0324
12.5889,13.3851,10.8916,8.3142,5.7908,16.4415,12.912,0.0388,0.2502,0.0359,0.0294,0.0151,0.3344,0.0227
12.6358,13.0163,10.8623,8.2714,5.7809,16.367,12.8997,0.0179,0.4155,0.0329,0.0374,0.0112,0.2524,0.0172
12.6575,11.9012,10.823,8.2632,5.741,16.8566,12.9026,0.0296,0.4506,0.0305,0.045,0.0193,0.7012,0.022
12.6346,11.3466,10.7995,8.2468,5.7222,16.6461,12.9049,0.0387,0.1056,0.0337,0.0457,0.0115,0.4966,0.0279
12.6704,11.3483,10.7984,8.2046,5.7504,16.4895,12.9636,0.0281,0.0374,0.0289,0.0341,0.0115,0.4278,0.0408
12.7097,11.3366,10.7491,8.1923,5.7234,16.1641,12.9272,0.049,0.0397,0.0331,0.0395,0.014,0.0755,0.0258
12.7455,11.3389,10.7304,8.17,5.6953,16.146,12.9337,0.054,0.068,0.0277,0.0427,0.0093,0.0741,0.036
12.7713,11.346,10.7444,8.1477,5.7,16.0586,13.0128,0.0572,0.0359,0.0313,0.0742,0.0128,0.1264,0.0324
12.8569,11.3184,10.7427,8.1378,5.6959,16.0615,13.0492,0.0372,0.0297,0.0259,0.0602,0.017,0.3685,0.0256
12.9178,11.295,10.6782,8.1343,5.6865,15.9367,13.0679,0.066,0.047,0.0431,0.0744,0.0173,0.1149,0.0203
13.3587,11.2973,10.6536,8.0932,5.6372,16.6519,13.0644,0.4897,0.0459,0.0378,0.049,0.0122,0.9666,0.0234
12.9307,11.6403,10.6412,8.1008,5.6513,16.0199,13.0374,0.1772,0.5597,0.0418,0.072,0.011,0.1424,0.0268
12.9237,13.3839,10.582,8.0545,5.6484,15.6781,13.1025,0.1759,0.3939,0.0268,0.0694,0.0109,0.2994,0.0298
12.858,13.7932,10.5996,8.0768,5.6255,15.4764,13.1324,0.0529,0.342,0.0371,0.07,0.0127,0.2483,0.0337
12.8997,13.4871,10.5797,8.034,5.6314,15.6148,13.1922,0.0377,0.3888,0.0179,0.0481,0.0131,0.3301,0.0361
12.8662,12.7513,10.5205,7.9754,5.6226,16.5998,13.2432,0.0234,0.9869,0.0405,0.0725,0.014,0.747,0.0262
12.9501,11.5541,10.4947,8.0017,5.5944,18.0045,13.2878,0.0279,0.6135,0.0438,0.0753,0.0148,0.0398,0.0395
12.9554,11.2334,10.507,7.9765,8.0111,17.9236,13.2567,0.0408,0.0599,0.0416,0.0619,,0.0554,0.0343
12.9706,11.2416,10.4489,7.9607,5.5522,17.4698,13.3101,0.0285,0.0365,0.0391,0.0724,0.0109,0.6557,0.0377
13.0146,11.2246,10.4671,7.9531,5.9761,16.8947,13.3089,0.0349,0.0506,0.0202,0.0625,0.9417,1.1841,0.0385
13.0157,11.1976,10.4595,7.8974,5.5376,18.1663,13.3892,0.0308,0.0426,0.0322,0.0733,0.0092,0.9419,0.0937
13.0187,11.1918,10.4489,7.915,5.5334,17.5208,13.2567,0.0605,0.0373,0.0293,0.1142,0.0152,0.6604,0.0776
13.0152,11.1824,10.3891,7.9836,5.5106,18.1892,13.3019,0.0345,0.0383,0.0333,0.109,0.0119,0.1389,0.0455
13.0638,11.1689,10.3692,7.8898,5.5065,16.8671,13.4156,0.0328,0.0321,0.0414,0.0912,0.012,0.8744,0.3952
13.0298,11.1425,10.3446,7.9285,5.5194,15.5263,13.4127,0.0486,0.0332,0.0331,0.112,0.014,0.3162,0.0586
13.0984,11.1349,10.3493,7.9097,5.5211,15.5433,13.4332,0.0193,0.053,0.0326,0.1371,0.0133,0.3281,0.0562
13.1488,12.8692,10.2947,7.8927,5.4924,16.2228,13.5411,0.0136,0.7484,0.0277,0.1468,0.0128,0.7863,0.06
13.1858,13.4854,10.2713,7.9419,5.4848,17.4159,13.5569,0.0229,0.2792,0.0397,0.1521,0.0214,0.5855,0.0869
13.1652,12.1832,10.2901,7.922,5.5,17.5261,13.551,0.0193,0.4425,0.0332,0.1349,0.0204,0.4402,0.0921
13.2163,11.3442,10.283,7.9601,5.4877,15.8763,13.4555,0.0296,0.1299,0.0638,0.2128,0.0148,0.4081,0.0494
13.1963,11.2651,10.249,7.9713,5.4625,15.7432,13.4531,0.0312,0.068,0.0304,0.1676,0.0217,0.3383,0.1071
13.2491,11.2504,10.2197,7.9138,5.4203,17.1878,13.442,0.0293,0.0731,0.0444,0.1528,0.0129,0.6164,0.0437
13.2802,11.2287,10.1921,7.9449,5.4437,17.753,13.4836,0.0168,0.0427,0.0337,0.2012,0.0131,0.023,0.0512
13.3265,11.1672,10.1535,7.9103,5.442,17.2681,13.5205,0.0389,0.0444,0.0302,0.1932,0.014,0.7404,0.0346
13.3077,11.0733,10.1493,8.017,5.4115,15.4289,13.5868,0.0267,0.0244,0.0355,0.1184,0.0136,0.3117,0.0573
13.3599,11.1367,10.1493,7.9748,5.381,15.4266,13.6179,0.0356,0.0251,0.0247,0.1762,0.014,0.3108,0.0777
13.3904,11.1683,10.12,8.0827,5.3927,17.7096,13.5299,0.021,0.0363,0.0291,0.0304,0.0132,0.2882,0.0571
13.3792,11.1496,10.0972,7.9777,5.3746,17.5718,13.5903,0.036,0.0501,0.0374,0.1298,0.0154,0.3096,0.1314
13.4285,11.1349,10.0807,8.0193,5.3793,15.9015,13.5176,0.0193,0.0769,0.0343,0.1022,0.0141,0.5146,0.0366
13.4508,11.1654,10.0174,8.024,5.381,16.1553,13.5803,0.0201,0.0403,0.0444,0.0239,0.0114,0.8193,0.0554
13.4859,11.1584,10.0303,7.9677,5.3904,17.2951,13.595,0.0283,0.043,0.0383,0.0984,0.014,0.6951,0.0701
13.4895,11.1701,10.0221,7.9783,5.3429,17.6985,13.6771,0.0308,0.0203,0.0432,0.0237,0.0128,0.0338,0.0441
13.4959,11.1009,9.9371,7.9654,5.3218,17.2013,13.7316,0.0254,0.036,0.0396,0.0295,0.0175,0.5691,0.0629
13.5094,11.166,9.9611,7.9502,5.3124,17.4774,13.7169,0.0341,0.0558,0.0178,0.0215,0.0162,0.4099,0.0583
13.5504,11.2234,9.9717,7.9185,5.306,16.744,13.6624,0.0204,0.0349,0.0315,0.0302,0.014,0.5547,0.0492
13.5657,11.1695,9.9353,7.9138,5.3247,17.067,13.6595,0.0209,0.0241,0.0328,0.0169,0.0169,0.5836,0.0344
13.5821,11.21,9.8785,7.8862,5.32,17.6909,13.6812,0.0144,0.0295,0.0423,0.0263,0.0257,0.0586,0.0261
13.6003,11.2146,9.8937,7.8851,5.2825,16.0287,13.6442,0.0233,0.0323,0.043,0.0225,0.0132,0.2606,0.0341
13.636,11.1894,9.923,7.8628,5.2679,16.0058,13.6601,0.0241,0.0633,0.1502,0.0215,0.0119,0.1825,0.0406
13.6355,11.1578,9.8392,7.8581,5.2702,17.1773,13.6519,0.0362,0.0215,0.0246,0.0168,0.0156,0.4856,0.0184
13.6267,11.1584,9.8503,7.8546,5.262,17.1245,13.7463,0.0178,0.0455,0.0421,0.0267,0.018,0.5048,0.2239
13.673,11.2076,9.7788,7.8458,5.2468,17.4505,13.6947,0.0325,0.0195,0.0469,0.0304,0.014,0.4116,0.1314
13.7216,11.2322,9.8017,7.8276,5.2168,16.513,13.7357,0.0226,0.0338,0.0355,0.0287,0.0119,1.0347,0.0299
13.7263,11.2428,9.7442,7.8311,5.218,14.957,13.7867,0.0208,0.0172,0.0395,0.0405,0.0126,0.0392,0.0351
13.7674,11.2352,9.7677,7.8335,5.2344,14.9599,13.8067,0.033,0.0326,0.0414,0.0245,0.022,0.0473,0.0228
13.7697,11.2428,9.7055,7.82,5.2303,16.3916,13.8465,0.0257,0.0369,0.0359,0.0215,0.021,0.9166,0.0319
13.7633,11.2135,9.6803,7.7965,5.2309,15.0144,13.8788,0.023,0.0425,0.0298,0.0421,0.0099,0.0772,0.0311
13.8149,11.1496,9.6633,7.7567,5.2415,14.9458,13.9175,0.0289,0.068,0.0514,0.0241,0.0198,0.0706,0.0472
13.8067,11.431,9.6574,7.7403,5.2321,16.3148,13.9198,0.0272,0.7138,0.0333,0.0298,0.0126,0.6949,0.0453
13.8618,13.8025,9.6059,7.7268,5.2192,14.7629,13.9843,0.0181,0.2434,0.0649,0.0821,0.0093,0.0916,0.0431
13.8911,13.6085,9.5537,7.7602,5.1828,14.6808,14.0312,0.0262,0.6195,0.0493,0.0431,0.0133,0.0971,0.0347
13.9186,13.3353,9.5982,7.7192,5.1699,14.9024,14.0922,0.0332,0.7787,0.1648,0.06,0.0175,0.5709,0.0266
13.9227,13.833,9.532,7.6681,5.1823,14.7136,14.1045,0.0303,0.6905,0.0407,0.0943,0.0166,0.1178,0.0353
13.9521,13.7386,9.5402,7.6664,5.1752,14.6972,14.1051,0.0373,0.1354,0.0241,0.0836,0.0158,0.1001,0.0355
13.965,12.2342,9.5449,7.6547,5.1588,15.7397,14.1455,0.0241,0.7962,0.025,0.1115,0.0167,0.8485,0.0412
13.9866,11.1402,9.4546,7.5908,5.1805,14.9962,14.1467,0.0239,0.0558,0.0515,0.1715,0.0135,0.5655,0.0243
14.0171,11.2357,9.4933,7.4882,5.167,14.7119,14.1543,0.0161,0.3371,0.0343,0.1656,0.0111,0.0497,0.0372
14.0558,11.1789,9.4563,7.4436,5.1447,15.2196,14.1737,0.0357,0.0414,0.0298,0.2562,0.0133,0.75,0.0322
14.0617,11.1531,9.4135,7.5691,5.1242,17.0231,14.2088,0.0172,0.0294,0.0354,0.1892,0.0135,0.2816,0.0367
14.0887,11.1267,9.4587,7.5444,5.15,16.0821,14.2458,0.0287,0.0346,0.0277,0.1583,0.0137,0.8678,0.034
14.142,11.0047,9.4188,7.4524,5.1318,17.1831,14.2077,0.0253,0.0642,0.0303,0.1857,0.0154,0.4473,0.0353
14.1174,11.1847,9.3924,7.4547,5.1043,16.2187,14.2411,0.0264,0.5796,0.0238,0.1962,0.0114,0.8499,0.0311
14.1514,11.0264,9.3514,7.5186,5.0826,15.3275,14.2604,0.0318,0.0652,0.032,0.0983,0.0153,0.946,0.0353
14.1778,11.0704,9.3643,7.5034,5.1125,16.8243,14.2698,0.0335,0.025,0.1743,0.1387,0.012,0.6046,0.0282
14.1948,11.02,9.3655,7.239,5.0914,15.4025,14.295,0.023,0.0449,0.0381,0.3164,0.0122,0.8866,0.0346
14.2264,11.1478,9.2752,7.3814,5.055,14.6644,14.2798,0.0152,0.341,0.0454,0.2945,0.0178,0.329,0.0439
14.2593,11.3466,9.3156,7.4541,5.0849,16.751,14.3132,0.0264,0.5992,0.0278,0.1747,0.0146,0.5992,0.032
14.2364,11.2815,9.2746,7.3052,5.092,15.0414,14.3326,0.0289,0.3422,0.0281,0.3048,0.0173,0.5748,0.0533
14.2317,11.2569,9.2459,7.1041,5.0415,15.0947,14.3642,0.032,0.0486,0.0181,0.4089,0.0169,0.6005,0.0411
14.244,11.3161,9.2523,7.3451,5.0363,15.3058,14.3273,0.0385,0.0527,0.0312,0.3216,0.0144,0.6837,0.0309
14.3455,11.4058,9.2441,7.0092,5.072,15.3169,14.3736,0.0211,0.0581,0.0469,0.3671,0.0155,0.8064,0.0345
14.3701,11.4028,9.1468,6.9769,5.0873,16.8073,14.3677,0.0291,0.1335,0.0423,0.4402,0.0123,0.5565,0.0349
14.3824,11.1085,9.1937,6.7225,5.0621,15.3779,14.3789,0.0337,0.1142,0.043,0.4076,0.0204,0.7656,0.0347
14.4029,11.0575,9.1685,6.4246,5.0451,14.5413,14.3771,0.0382,0.0334,0.0426,0.1739,0.0213,0.0447,0.0417
